7,8,0.4210526316,0.3684210526,0.1052631579,0,0.1052631579,0,0
7,9,0.4461538462,0.35,0.0615384615,0.0076923077,0.0615384615,0.0192307692,0.0538461538
8,1,0.5,0,0,0,0,0,0.5
8,2,0.85,0.05,0,0,0,0,0.1
8,3,0.5,0,0,0,0,0,0.5
8,5,0.75,0.25,0,0,0,0,0
8,7,0.6666666667,0.3333333333,0,0,0,0,0
8,9,1,0,0,0,0,0,0
9,1,0.3333333333,0.6666666667,0,0,0,0,0
9,2,0.568627451,0.2745098039,0.0392156863,0,0.0392156863,0.0196078431,0.0588235294
9,3,0.5223880597,0.3582089552,0.0597014925,0,0,0,0.0597014925
9,4,0.75,0,0,0,0.25,0,0
9,5,0.512195122,0.2682926829,0.0487804878,0,0.0487804878,0,0.1219512195
9,6,0.5,0.3333333333,0,0,0.1666666667,0,0
9,9,0.6,0.3333333333,0,0,0,0,0.0666666667
10,2,0.5,0.5,0,0,0,0,0
10,3,0.5,0,0,0,0,0,0.5
10,5,0.7,0.1,0,0,0,0,0.2
10,7,0.5,0,0,0,0,0,0.5
